id,plate,date,price
7256,H214HH77,2024-05-20 17:54:10,585000
7257,H914AA550,2025-01-31 00:00:00,60000
7258,X043XX190,2023-01-21 00:00:00,300000
7259,M767YM193,2024-08-05 00:00:00,25000
7260,P757TP777,2023-12-17 00:00:00,200000
7261,M264OT797,2024-08-25 00:00:00,30000
7262,P275YC790,2025-01-10 00:00:00,40000
7263,K666PK197,2024-09-05 00:00:00,450000
7264,C808EX30,2024-11-10 00:00:00,300000
7265,M333TY64,2023-04-06 00:00:00,110000
7266,H111OX177,2021-05-26 08:06:49,180000
7267,T400BX790,2025-01-13 00:00:00,85000
7268,O319OO197,2024-04-08 00:00:00,1150000
7269,A435MO99,2022-08-02 00:00:00,600000
7270,K085AK250,2025-02-05 00:00:00,50000
7271,T853AB550,2025-01-31 00:00:00,60000
7272,H191TX797,2025-01-20 00:00:00,30000
7273,H020EH161,2024-06-30 00:00:00,100000
7274,O018PE797,2025-02-04 00:00:00,70000
7275,A888YP97,2023-07-05 11:34:35,400000
7276,P600CH797,2025-01-30 00:00:00,110000
7277,C707EX977,2024-11-13 00:00:00,300000
7278,K777KB750,2023-01-17 00:00:00,420000
7279,Y070OH777,2024-07-29 00:00:00,400000
7280,Y489PB797,2024-04-14 00:00:00,35000
7281,C008AP178,2024-01-07 00:00:00,200000
7282,O056YT790,2025-01-19 00:00:00,28999
7283,M005TP77,2024-07-15 20:52:25,370000
7284,M005TP77,2024-08-17 10:32:10,450000
7285,M005TP77,2024-09-12 11:12:27,470000
7286,K004KA77,2022-11-28 00:00:00,230000
7287,K004KA77,2024-02-25 20:07:51,300000
7288,E007MY134,2024-12-30 00:00:00,400000
7289,O363AT550,2024-06-28 18:14:00,50000
7290,O363AT550,2024-09-16 10:45:13,40000
7291,O363AT550,2024-10-11 22:17:53,60000
7292,O363AT550,2025-01-01 12:00:36,40000
7293,A067YY799,2022-06-03 00:00:00,75000
7294,A200KB50,2023-10-28 00:00:00,80000
7295,E499YT790,2024-05-26 00:00:00,49000
7296,B545OK797,2024-12-01 00:00:00,85000
7297,C989PT150,2023-05-27 00:00:00,150000
7298,E904AK550,2025-01-31 00:00:00,60000
7299,O416OM797,2024-10-21 00:00:00,70000
7300,B010EX21,2023-08-21 00:00:00,75000
7301,P466HH46,2024-07-18 00:00:00,80000
7302,Y721TX790,2025-01-09 00:00:00,25000
7303,O900OP797,2023-09-29 00:00:00,120000
7304,B606ME26,2024-08-24 00:00:00,50000
7305,M707PT797,2024-07-05 00:00:00,200000
7306,Y003OY62,2022-05-09 00:00:00,150000
7307,H002KB82,2023-05-04 00:00:00,115000
7308,K050PM797,2025-01-30 00:00:00,130000
7309,X776XX77,2025-02-03 00:00:00,4999999
7310,C008BX750,2023-08-06 00:00:00,90000
7311,K630OT790,2024-12-13 00:00:00,190000
7312,P500PH790,2024-12-15 13:41:01,200000
7313,A750ME750,2024-02-08 00:00:00,125000
7314,C001KP177,2024-06-05 00:00:00,7200000
7315,C001KP177,2025-01-24 00:00:00,8600000
7316,A818OO761,2025-01-18 00:00:00,60000
7317,M757HM761,2024-02-17 00:00:00,185000
7318,C003YO57,2025-01-20 00:00:00,175000
7319,X616YC777,2021-04-10 13:45:09,90000
7320,B844OP199,2025-02-06 00:00:00,200000
7321,B606XH777,2024-06-03 00:00:00,66000
7322,B606XH777,2025-01-16 00:00:00,200000
7323,B606XH777,2025-01-30 00:00:00,105000
7324,E800TK124,2023-06-17 00:00:00,90000
7325,X212PC72,2023-05-03 00:00:00,25000
7326,A901YE193,2025-01-04 00:00:00,100000
7327,A606BH61,2023-06-13 00:00:00,150000
7328,P900BY39,2024-02-23 00:00:00,250000
7329,H001AY177,2022-06-28 00:00:00,350000
7330,A227XT797,2025-01-30 00:00:00,60000
7331,H555YY60,2023-03-03 00:00:00,100000
7332,Y827PA797,2025-02-11 00:00:00,50000
7333,C790BB790,2021-02-17 21:21:59,135000
7334,C790BB790,2021-04-07 12:20:55,150000
7335,C790BB790,2021-04-12 13:45:38,125000
7336,C790BB790,2021-05-22 07:08:36,150000
7337,C790BB790,2021-06-14 22:23:43,160000
7338,C790BB790,2021-06-21 12:09:22,150000
7339,C790BB790,2021-06-23 01:00:41,125000
7340,C790BB790,2021-06-26 11:41:14,130000
7341,C790BB790,2021-07-07 09:53:41,150000
7342,C790BB790,2021-07-25 14:24:14,145000
7343,C790BB790,2021-07-31 18:05:52,165000
7344,C790BB790,2021-09-02 19:45:58,170000
7345,E900AM193,2022-05-18 00:00:00,35000
7346,M750EX75,2024-11-25 00:00:00,1500000
7347,C089HK89,2024-08-04 00:00:00,650000
7348,A444EA92,2023-11-17 00:00:00,180000
7349,B454BO774,2023-08-22 00:00:00,50000
7350,Y454OO790,2023-05-13 01:21:28,30000
7351,A888TX790,2024-05-21 00:00:00,450000
7352,B518BB90,2024-12-21 00:00:00,245000
7353,M535OM68,2024-11-02 00:00:00,1000000
7354,P777OP90,2024-06-28 00:00:00,3000000
7355,C272BO774,2024-05-04 00:00:00,500000
7356,E554AH777,2021-03-20 15:30:57,70000
7357,X686BB799,2022-04-20 00:00:00,50000
7358,X666KY64,2024-11-07 00:00:00,200000
7359,K990PK797,2024-12-16 00:00:00,100000
7360,E005HA190,2025-01-23 00:00:00,230000
7361,T700BE790,2022-12-05 00:00:00,100000
7362,C462CE797,2025-01-06 00:00:00,55000
7363,Y095OY797,2024-12-13 00:00:00,140000
7364,Y136OY777,2024-05-08 00:00:00,100000
7365,Y858YC790,2025-01-20 00:00:00,39999
7366,A024TO790,2025-02-08 00:00:00,90000
7367,X001EP56,2024-10-23 00:00:00,12000000
7368,E272KX36,2024-04-23 00:00:00,300000
7369,C282OM62,2024-11-22 00:00:00,65000
7370,T200TA777,2023-07-30 12:07:31,195000
7371,M807MM26,2023-02-06 00:00:00,600000
7372,M999TP177,2023-10-14 00:00:00,350000
7373,X080AM799,2024-08-01 22:59:40,250000
7374,X080AM799,2024-08-12 10:01:49,300000
7375,X080AM799,2024-11-11 08:34:55,350000
7376,M206KA977,2024-09-03 00:00:00,70000
7377,A600EP97,2024-06-08 00:00:00,2000000
7378,M076KY977,2025-01-31 00:00:00,60000
7379,M909OH77,2024-06-30 00:00:00,200000
7380,A087OP797,2025-02-05 00:00:00,60000
7381,M323PT77,2024-11-04 00:00:00,150000
7382,B173PM797,2024-06-21 00:00:00,30000
7383,P700XO193,2024-09-25 00:00:00,135000
7384,A197AA199,2024-10-30 00:00:00,2300000
7385,C632KP97,2025-02-11 00:00:00,999000
7386,Y017KA790,2023-09-10 00:00:00,50000
7387,M400KA123,2024-09-11 00:00:00,350000
7388,P400YO777,2025-02-11 00:00:00,150000
7389,T676HM761,2024-11-11 00:00:00,35000
7390,M973MM40,2021-10-02 23:52:28,60000
7391,P900OP199,2024-05-28 00:00:00,450000
7392,B555YX61,2023-09-26 00:00:00,450000
7393,K054BP550,2025-01-19 00:00:00,40000
7394,T333PY199,2025-01-27 00:00:00,350000
7395,P001BA152,2023-11-23 00:00:00,400000
7396,E626PT797,2025-01-09 00:00:00,29999
7397,M797BX550,2025-01-18 00:00:00,95000
7398,Y565XX77,2022-05-10 00:00:00,215000
7399,Y444OE190,2025-01-30 00:00:00,260000
7400,P193YC799,2025-01-26 00:00:00,90000
7401,H448KH977,2024-12-21 00:00:00,50000
7402,B991TK797,2025-02-11 00:00:00,75000
7403,A050XT164,2022-05-30 00:00:00,40000
7404,K650YP134,2023-04-11 00:00:00,50000
7405,O787YP790,2024-10-30 16:03:58,90000
7406,O787YP790,2024-11-06 09:36:09,80000
7407,O787YP790,2024-12-12 13:33:50,70000
7408,O787YP790,2025-01-31 13:24:46,50000
7409,B434YP73,2023-09-29 00:00:00,300000
7410,T204OO797,2024-01-24 17:32:41,75000
7411,H570AX777,2025-01-09 00:00:00,200000
7412,O300HE797,2024-11-06 00:00:00,100000
7413,K099KP190,2022-07-29 00:00:00,60000
7414,X254CY797,2025-02-08 00:00:00,60000
7415,K007YP33,2025-02-07 00:00:00,220000
7416,X006HB199,2024-10-27 00:00:00,150000
7417,T003EX90,2024-10-15 00:00:00,300000
7418,H900KB193,2024-04-17 00:00:00,150000
7419,B200BB18,2024-08-15 00:00:00,100000
7420,P121TO797,2025-02-04 00:00:00,50000
7421,O910AP550,2025-01-31 00:00:00,60000
7422,Y500PM05,2024-06-16 00:00:00,750000
7423,B990AX797,2025-02-11 00:00:00,215000
7424,B595PO193,2023-04-20 00:00:00,80000
7425,K060BA550,2025-02-04 00:00:00,90000
7426,P666CO97,2024-12-11 00:00:00,650000
7427,M008EY190,2023-02-13 00:00:00,95000
7428,Y093BO777,2025-01-03 00:00:00,70000
7429,E001HH03,2024-11-26 00:00:00,1000000
7430,E212TH198,2023-06-23 00:00:00,29000
7431,B006KK26,2022-07-19 00:00:00,150000
7432,E737BP550,2025-01-31 00:00:00,25000
7433,A222EK54,2022-10-19 00:00:00,300000
7434,Y100PA797,2025-02-11 00:00:00,500000
7435,P475MC16,2024-09-05 00:00:00,60000
7436,K178ET977,2025-02-07 00:00:00,40000
7437,H007YE177,2024-11-09 20:24:52,650000
7438,O097MY790,2023-12-16 00:00:00,30000
7439,T100YK790,2024-11-03 00:00:00,90000
7440,E444KP790,2022-03-15 00:00:00,350000
7441,E444KP790,2022-05-10 00:00:00,100000
7442,X999HH59,2025-01-14 00:00:00,375000
7443,O898TE797,2024-09-08 00:00:00,80000
7444,T080EX19,2023-11-11 00:00:00,33000
7445,B989BY40,2023-10-18 00:00:00,50000
7446,B989BY40,2023-12-23 00:00:00,40000
7447,K692OT790,2024-12-02 00:00:00,140000
7448,O097HX797,2024-07-10 00:00:00,200000
7449,B707PO797,2024-06-23 13:48:41,165000
7450,C656PM797,2025-02-01 00:00:00,50000
7451,K099MM147,2024-04-06 00:00:00,500000
7452,O060OO40,2025-02-09 00:00:00,1500000
7453,Y100PK98,2024-09-04 23:23:07,100000
7454,B111PK150,2024-09-23 00:00:00,349000
7455,B080BE977,2024-11-22 00:00:00,290000
7456,B015OO177,2024-05-17 12:34:02,570000
7457,B015OO177,2025-01-16 00:00:00,555000
7458,B100KK797,2025-02-07 00:00:00,200000
7459,K686CB124,2023-11-03 00:00:00,30000
7460,O468HK77,2024-11-01 00:00:00,150000
7461,O860MP77,2022-09-18 00:00:00,690000
7462,Y990YY99,2024-05-14 00:00:00,2000000
7463,T707TC05,2023-03-16 00:00:00,85000
7464,B062XP35,2024-03-24 00:00:00,50000
7465,A123YE750,2024-10-06 00:00:00,130000
7466,A059XE797,2025-01-12 00:00:00,30000
7467,P083PH797,2025-02-12 00:00:00,55000
7468,O069CE199,2023-08-28 17:46:01,140000
7469,O019CA797,2025-01-27 12:55:10,120000
7470,O019CA797,2025-02-09 00:00:00,100000
7471,Y636PH99,2024-06-23 00:00:00,125000
7472,O500PX55,2022-06-18 00:00:00,70000
7473,M883MM777,2025-02-09 00:00:00,1700000
7474,C800OE750,2023-02-26 00:00:00,70000
7475,C800OE750,2025-01-17 13:19:27,80000
7476,P911PH790,2024-11-25 18:44:54,120000
7477,P911PH790,2024-12-07 20:55:52,110000
7478,M001CO777,2024-05-30 00:00:00,1100000
7479,E479OK95,2024-07-18 00:00:00,70000
7480,X002AM116,2023-03-08 00:00:00,2500000
7481,H158CT797,2025-02-08 00:00:00,60000
7482,K555MP77,2025-02-11 00:00:00,6777666
7483,M785OM790,2024-05-26 00:00:00,59000
7484,A001AO61,2024-01-22 00:00:00,280000
7485,B353PP123,2024-01-09 00:00:00,60000
7486,A333BY777,2024-09-09 00:00:00,1800000
7487,M459MM90,2022-07-08 00:00:00,300000
7488,M459MM90,2022-07-17 00:42:04,350000
7489,B321MP77,2023-04-25 00:00:00,3300000
7490,B769TO797,2024-11-30 00:00:00,60000
7491,T400AK550,2024-08-11 00:00:00,80000
7492,O444EE150,2024-10-27 00:00:00,600000
7493,O010PC77,2025-02-11 00:00:00,350000
7494,A528KA797,2022-09-18 00:00:00,25000
7495,Y162BB977,2025-02-01 00:00:00,70000
7496,M054KA177,2024-07-03 00:00:00,120000
7497,H727HY797,2023-07-14 00:00:00,150000
7498,O700AM177,2024-03-18 00:00:00,200000
7499,X006BB102,2024-08-22 00:00:00,200000
7500,B949TT790,2024-08-01 23:48:55,30000
7501,B949TT790,2024-12-04 21:36:59,25000
7502,C078PB797,2024-03-15 20:44:14,25000
7503,M086MM26,2024-01-20 00:00:00,1600000
7504,M500HK45,2024-07-31 00:00:00,100000
7505,C700AM550,2024-07-27 00:00:00,95000
7506,P300KK03,2023-01-15 00:00:00,70000
7507,A959XX61,2024-06-13 00:00:00,75000
7508,T967TT50,2024-02-27 00:00:00,250000
7509,K911YY790,2024-11-30 00:00:00,59999
7510,X160KX197,2023-11-19 00:00:00,130000
7511,Y111AB25,2021-03-29 12:48:39,30000
7512,T100TT197,2023-11-25 00:00:00,890000
7513,A693YE193,2024-04-01 00:00:00,100000
7514,C595XC125,2024-08-12 00:00:00,100000
7515,T464TT163,2023-12-07 00:00:00,300000
7516,K003CT150,2024-02-13 00:00:00,120000
7517,M505MO67,2022-05-03 00:00:00,30000
7518,O080OK199,2022-07-07 00:00:00,150000
7519,X004HE190,2024-08-31 13:10:02,150000
7520,X004HE190,2024-09-29 00:00:00,170000
7521,O090YE77,2024-12-07 00:00:00,200000
7522,H858HX797,2025-01-28 00:00:00,135000
7523,M678PM797,2024-05-28 00:00:00,35000
7524,A464OP252,2024-11-05 00:00:00,40000
7525,X400XY77,2024-04-29 15:14:04,335000
7526,P063PX777,2025-01-28 00:00:00,300000
7527,C039AM550,2025-01-08 00:00:00,50000
7528,K207OX777,2023-10-25 00:00:00,600000
7529,K207OX777,2024-05-06 00:00:00,250000
7530,E707HP08,2025-01-21 00:00:00,119999
7531,A213MM77,2022-06-11 00:00:00,350000
7532,A698AA777,2024-04-12 00:00:00,1300000
7533,A007HM777,2023-07-13 16:29:34,550000
7534,B783PP797,2025-01-02 00:00:00,30000
7535,M028PO797,2024-12-10 00:00:00,65000
7536,E570EC138,2023-04-14 00:00:00,100000
7537,P040PE750,2024-10-14 00:00:00,250000
7538,H400XX790,2023-06-18 20:28:28,85000
7539,K112AE550,2025-01-31 00:00:00,60000
7540,M888HY190,2023-01-19 00:00:00,230000
7541,C037AB250,2025-02-03 00:00:00,35000
7542,M753OB797,2024-11-24 00:00:00,70000
7543,A024YE790,2025-02-09 00:00:00,100000
7544,P600YC777,2025-02-07 00:00:00,700000
7545,C045YP790,2025-02-03 00:00:00,80000
7546,M775BM797,2022-04-13 23:56:04,55000
7547,M775BM797,2022-04-18 11:21:17,45000
7548,T003HP199,2022-02-11 00:00:00,80000
7549,P696AX977,2023-12-29 13:26:40,20000
7550,T600YC77,2025-02-08 00:00:00,540000
7551,H666YA77,2022-07-18 00:00:00,300000
7552,K979OH147,2024-08-26 00:00:00,150000
7553,M581MM77,2022-12-14 00:00:00,1200000
7554,E337BA550,2025-02-10 00:00:00,130000
7555,K777KM97,2023-10-03 00:00:00,1400000
7556,O999XK190,2022-06-13 00:00:00,220000
7557,T008TT64,2023-10-15 00:00:00,3000000
7558,K996KK750,2024-10-06 13:54:12,150000
7559,O678BC59,2024-01-25 00:00:00,70000
7560,K001YX150,2024-08-09 00:00:00,375000
7561,A743AA777,2024-12-15 00:00:00,1000000
7562,C595TT33,2024-06-20 00:00:00,35000
7563,E095CH797,2025-02-01 15:53:49,40000
7564,O819MP154,2024-11-03 00:00:00,1000000
7565,T197CM197,2025-02-04 00:00:00,320000
7566,H999KB26,2022-08-09 00:00:00,300000
7567,C147EM977,2025-01-02 00:00:00,30000
7568,T770BC797,2024-12-20 00:00:00,110000
7569,T770BC797,2025-01-28 00:00:00,130000
7570,Y030HH199,2025-01-29 00:00:00,100000
7571,E888MY777,2023-05-13 00:00:00,600000
7572,H067AB250,2024-12-09 00:00:00,40000
7573,H895AK550,2024-12-07 00:00:00,60000
7574,E777BE97,2022-06-22 00:00:00,1000000
7575,K007CT90,2024-09-09 12:26:12,320000
7576,A768PO797,2024-11-17 00:00:00,40000
7577,H027OE797,2025-01-10 00:00:00,50000
7578,K350TX797,2024-11-25 00:00:00,45000
7579,A728MP90,2024-11-15 23:07:45,700000
7580,X788AH799,2025-01-23 00:00:00,200000
7581,O003XT97,2024-08-11 19:27:56,300000
7582,M097TB797,2025-02-08 00:00:00,80000
7583,C001PH177,2025-02-12 00:00:00,800000
7584,K100YC78,2024-12-05 00:00:00,1800000
7585,T011TK33,2024-12-04 00:00:00,444000
7586,P467XM790,2023-06-14 00:00:00,35000
7587,A012HM57,2023-11-11 00:00:00,25000
7588,E313EE190,2025-01-23 00:00:00,740000
7589,P156YC799,2025-02-08 00:00:00,70000
7590,B696CB763,2024-11-06 00:00:00,250000
7591,B777HX50,2022-06-30 00:00:00,450000
7592,B790BO797,2021-06-17 10:02:32,80000
7593,B790BO797,2025-02-11 00:00:00,75000
7594,K064AK250,2025-02-05 00:00:00,45000
7595,B004EY142,2022-12-30 00:00:00,40000
7596,O400XA46,2023-09-16 00:00:00,40000
7597,X242MP93,2024-01-27 00:00:00,60000
7598,Y251KY97,2024-11-11 00:00:00,70000
7599,B163BB777,2025-02-07 00:00:00,520000
7600,T017AC550,2025-02-10 00:00:00,85000
7601,X398KK977,2025-01-31 00:00:00,60000
7602,O050OH797,2024-07-01 00:00:00,200000
7603,K586PY797,2025-01-02 00:00:00,30000
7604,T333CA750,2024-10-04 00:00:00,230000
7605,M979YY799,2022-06-12 00:00:00,250000
7606,C777XM77,2022-10-31 09:11:51,1600000
7607,O979AY550,2024-10-18 00:00:00,75000
7608,Y063MK199,2021-03-10 21:02:03,50000
7609,Y123PC797,2024-04-18 00:00:00,150000
7610,P818OO77,2023-02-06 02:14:37,300000
7611,H057HY797,2025-01-12 00:00:00,50000
7612,M095KY28,2024-06-03 00:00:00,150000
7613,H757YH190,2024-10-19 00:00:00,50000
7614,B066AY977,2025-01-10 00:00:00,140000
7615,O555YY77,2022-12-26 00:00:00,400000
7616,C777AO750,2024-10-30 00:00:00,500000
7617,A558PC797,2024-11-05 00:00:00,80000
7618,H900KO136,2022-02-28 00:00:00,100000
7619,P404CT26,2024-12-08 00:00:00,40000
7620,K201KK750,2024-02-20 00:00:00,150000
7621,A953AA177,2022-09-30 00:00:00,450000
7622,O055CT50,2024-09-01 00:00:00,135000
7623,E737OA797,2023-09-12 17:22:36,70000
7624,B656AP977,2024-08-01 22:59:40,80000
7625,T021BO797,2023-09-19 00:00:00,100000
7626,T021BO797,2023-09-21 00:00:00,150000
7627,X781OC797,2024-10-17 00:00:00,70000
7628,C777YK77,2024-11-25 00:00:00,100000
7629,H799BY799,2023-11-13 00:00:00,500000
7630,C790XK790,2025-01-24 00:00:00,220000
7631,H755MK790,2024-11-15 00:00:00,55000
7632,P002BY152,2024-06-10 00:00:00,750000
7633,X588AM199,2022-07-14 03:23:22,70000
7634,O300CA177,2024-10-24 00:00:00,1950000
7635,O300CA177,2024-12-04 00:00:00,250000
7636,O300CA177,2024-12-09 00:00:00,300000
7637,E771KK77,2025-01-18 15:27:12,130000
7638,M494BX799,2025-01-29 00:00:00,75000
7639,A577AA197,2021-08-13 09:02:53,380000
7640,Y862AE550,2025-01-31 00:00:00,60000
7641,A320OO199,2023-01-29 00:00:00,200000
7642,X500XH790,2024-12-11 00:00:00,120000
7643,X500XH790,2025-01-29 00:00:00,190000
7644,M888MP50,2025-02-04 00:00:00,5000000
7645,E457BA550,2025-02-10 00:00:00,130000
7646,X390XX197,2025-01-27 00:00:00,650000
7647,H030TY797,2025-01-07 00:00:00,95000
7648,P300OK797,2024-01-17 00:00:00,75000
7649,H730HH30,2022-03-31 00:00:00,250000
7650,X006TK97,2025-01-12 15:55:55,330000
7651,B200CA50,2024-05-08 12:59:43,150000
7652,M005MM152,2024-06-30 00:00:00,2000000
7653,M005MM152,2024-09-07 00:00:00,3100000
7654,K565PH199,2025-02-04 00:00:00,100000
7655,X668XP777,2022-04-19 00:00:00,35000
7656,C146EM977,2025-02-02 00:00:00,60000
7657,T908TT63,2023-02-10 00:00:00,150000
7658,E200CA799,2022-12-15 00:00:00,110000
7659,A555AA30,2022-12-25 00:00:00,920000
7660,B868AA750,2024-05-07 00:00:00,60000
7661,H077BX77,2025-02-12 00:00:00,700000
7662,C405TO797,2025-01-13 00:00:00,30000
7663,Y929HY123,2024-07-09 00:00:00,500000
7664,E036BA977,2024-11-17 00:00:00,240000
7665,H001TH777,2024-04-22 11:03:20,1500000
7666,A027YT797,2025-02-11 00:00:00,55000
7667,Y058TB797,2025-01-12 00:00:00,65000
7668,T006EE150,2024-08-23 00:00:00,160000
7669,M555MC777,2022-02-21 00:00:00,450000
7670,T444ME750,2022-03-21 00:00:00,150000
7671,E050ME125,2022-04-12 00:00:00,50000
7672,M158MM48,2024-10-17 00:00:00,500000
7673,X097TC797,2025-01-27 00:00:00,30000
7674,O777PK66,2023-11-10 00:00:00,430000
7675,P465HC30,2024-02-25 00:00:00,350000
7676,H969HX77,2024-10-26 00:00:00,1500000
7677,M876OM62,2024-09-10 00:00:00,25000
7678,T999OT197,2022-08-08 00:00:00,500000
7679,T999OT197,2022-09-09 00:00:00,300000
7680,Y321HY178,2023-11-07 00:00:00,100000
7681,Y003YE50,2024-11-08 00:00:00,670000
7682,H020MH123,2024-08-21 00:00:00,120000
7683,P454BH64,2023-06-02 00:00:00,45000
7684,B525TE123,2022-10-29 00:00:00,30000
7685,A013AT05,2024-10-09 00:00:00,200000
7686,O010AA197,2025-02-06 00:00:00,980000
7687,X573TY797,2025-01-02 00:00:00,30000
7688,A800MP152,2024-10-28 00:00:00,1000000
7689,Y355AB977,2024-01-17 00:00:00,60000
7690,H171YO71,2024-12-09 00:00:00,280000
7691,B144BP977,2025-02-11 00:00:00,50000
7692,M797HY797,2024-10-13 00:00:00,200000
7693,M797HY797,2024-11-12 00:00:00,300000
7694,A001YE197,2025-01-30 00:00:00,2400000
7695,P171YM790,2024-12-21 13:17:28,35000
7696,T770XM05,2023-11-03 00:00:00,50000
7697,X007BP77,2025-01-26 00:00:00,1600000
7698,T771TO777,2024-09-18 00:00:00,250000
7699,T666BH197,2023-09-28 00:00:00,240000
7700,M777MM98,2024-08-04 00:00:00,5000000
7701,C909PK797,2024-03-27 10:02:27,45000
7702,E929TK05,2023-10-01 00:00:00,500000
7703,X013OX22,2024-03-11 00:00:00,130000
7704,P919PE790,2024-02-14 00:00:00,50000
7705,H080EP70,2024-02-09 00:00:00,110000
7706,Y030XY116,2024-12-05 00:00:00,500000
7707,A012AC550,2024-12-30 00:00:00,240000
7708,O017MM97,2023-05-09 00:00:00,400000
7709,X911CO797,2025-02-12 00:00:00,140000
7710,H004KT777,2023-03-07 00:00:00,150000
7711,C003EA77,2022-03-29 00:00:00,400000
7712,E565XE73,2024-09-25 00:00:00,190000
7713,C014AO250,2025-01-07 00:00:00,35000
7714,K008AH154,2024-10-03 00:00:00,500000
7715,T836OM797,2025-02-09 00:00:00,40000
7716,B698BB99,2024-12-20 00:00:00,800000
7717,X070MA790,2023-12-28 00:00:00,130000
7718,H006YO197,2024-01-03 13:44:39,150000
7719,H006YO197,2024-05-05 01:58:44,135000
7720,H006YO197,2024-05-26 19:53:19,130000
7721,O773BP777,2024-10-11 00:00:00,130000
7722,H700KT797,2025-02-08 00:00:00,235000
7723,C666HO90,2023-07-24 00:00:00,115000
7724,A666XY50,2024-07-12 00:00:00,300000
7725,O001TA777,2025-02-09 00:00:00,1800000
7726,B900PP797,2025-01-10 00:00:00,222000
7727,P805PP90,2024-05-04 00:00:00,160000
7728,A979KM790,2024-12-20 00:00:00,80000
7729,E115BA15,2023-03-29 00:00:00,250000
7730,X760TB797,2024-10-09 00:00:00,50000
7731,O300XY196,2024-12-23 00:00:00,200000
7732,Y777HE71,2022-04-06 00:00:00,250000
7733,H707AC550,2024-06-22 00:42:32,50000
7734,P031BA550,2025-02-03 00:00:00,50000
7735,M611TT44,2024-02-08 00:00:00,150000
7736,O101KA50,2024-10-30 00:00:00,100000
7737,E432CY797,2025-02-07 00:00:00,30000
7738,K585YC77,2024-12-16 00:00:00,200000
7739,Y200EM774,2024-02-13 00:00:00,85000
7740,M162AM977,2024-06-25 21:52:41,115000
7741,A893MM99,2024-05-03 00:00:00,700000
7742,A400CH797,2024-07-29 17:37:42,100000
7743,C777PM161,2022-03-01 00:00:00,300000
7744,E134TB797,2024-11-27 00:00:00,70000
7745,A695AA61,2024-08-15 00:00:00,450000
7746,E126HK797,2024-01-12 00:00:00,40000
7747,C888XC198,2024-03-19 00:00:00,3500000
7748,X361AM750,2024-04-08 00:00:00,135000
7749,T053KB977,2025-02-04 00:00:00,100000
7750,X989KH72,2023-05-01 00:00:00,21000
7751,O688MP77,2025-01-23 00:00:00,2500000
7752,K434AT35,2024-11-27 00:00:00,100000
7753,B062AK777,2024-12-19 00:00:00,175000
7754,X205AE550,2025-01-31 00:00:00,60000
7755,B777EX19,2023-07-08 00:00:00,400000
7756,K005YE197,2023-03-10 00:00:00,130000
7757,K005YE197,2023-03-15 22:17:32,185000
7758,A700AA77,2024-12-21 00:00:00,27000000
7759,A930MP154,2023-01-24 00:00:00,250000
7760,H789PK797,2025-01-12 00:00:00,90000
7761,Y444OA777,2024-01-16 00:00:00,1000000
7762,H007AK777,2024-05-24 00:00:00,2000000
7763,H007AK777,2024-11-12 00:00:00,1600000
7764,B505HB702,2024-07-27 00:00:00,100000
7765,C716TM716,2024-04-23 00:00:00,310000
7766,P999HY190,2022-08-31 16:27:51,220000
7767,P999HY190,2022-09-01 13:55:43,250000
7768,P999HY190,2022-10-17 15:21:43,230000
7769,B222XX77,2025-01-25 00:00:00,2500000
7770,B888OB790,2025-02-11 00:00:00,800000
7771,P707HM99,2023-12-29 14:32:16,250000
7772,P707HM99,2024-01-27 11:43:10,230000
7773,P707HM99,2024-01-29 22:12:56,250000
7774,P707HM99,2024-02-15 14:42:28,240000
7775,P707HM99,2024-02-16 15:41:14,250000
7776,P707HM99,2024-04-09 15:53:42,300000
7777,T001TM190,2024-03-21 00:00:00,900000
7778,A969PE197,2025-01-17 00:00:00,60000
7779,A141HB797,2022-12-29 12:20:17,25000
7780,T242TC797,2024-09-16 00:00:00,80000
7781,M247MM73,2024-04-26 00:00:00,130000
7782,M476MM99,2022-06-29 00:00:00,850000
7783,B888AT50,2022-10-22 06:48:04,350000
7784,B888AT50,2023-05-20 17:39:05,380000
7785,O626OP797,2025-01-20 00:00:00,85000
7786,M404KX790,2024-09-25 00:00:00,120000
7787,O400PB178,2023-05-20 00:00:00,40000
7788,O951OO177,2024-12-02 00:00:00,1200000
7789,H111AC790,2024-07-22 00:00:00,600000
7790,E300KE126,2022-06-15 00:00:00,80000
7791,X009AM90,2024-09-20 12:56:48,1100000
7792,X777AO777,2022-06-24 00:00:00,2500000
7793,E308TE797,2024-11-13 00:00:00,50000
7794,P091KY977,2025-02-03 00:00:00,60000
7795,O400AB550,2024-09-25 00:00:00,70000
7796,O002CO750,2024-09-07 00:00:00,350000
7797,O002CO750,2024-09-11 00:00:00,370000
7798,H700MO48,2024-05-15 00:00:00,100000
7799,C900PP716,2024-03-21 00:00:00,120000
7800,H190EX190,2024-10-05 00:00:00,300000
7801,Y070AB977,2024-11-23 00:00:00,110000
7802,K462KK77,2024-04-09 00:00:00,390000
7803,E364KP77,2024-07-16 00:00:00,300000
7804,B737XH26,2024-05-23 00:00:00,80000
7805,A077CK77,2024-11-13 00:00:00,880000
7806,A077CK77,2025-01-30 00:00:00,800000
7807,O620OO190,2024-10-05 00:00:00,1000000
7808,E441EE197,2025-02-07 00:00:00,350000
7809,O076MY797,2023-12-20 00:00:00,35000
7810,B101MM797,2022-08-30 15:52:36,125000
7811,B101MM797,2022-11-26 15:45:32,120000
